id_log,id_produk,id_seller,tanggal,jenis_perubahan,jumlah,stok_sebelum,stok_sesudah,alasan
L000272,P012,U003,2024-07-31,Restock,7,2739,2746,Pembelian supplier
L004094,P014,U003,2024-08-01,Penjualan,57,1412,1355,Produk terjual
L003845,P013,U003,2024-08-01,Barang Rusak,44,336,292,Kerusakan barang
L000179,P007,U002,2024-08-01,Restock,53,2236,2289,Pembelian supplier
L000484,P004,U001,2024-08-02,Restock,61,350,411,Pembelian supplier
L000325,P007,U002,2024-08-02,Retur Supplier,64,2433,2497,Pengembalian supplier
L004098,P015,U003,2024-08-03,Restock,63,2144,2207,Pembelian supplier
L000914,P003,U001,2024-08-04,Barang Rusak,30,1224,1194,Kerusakan barang
L003708,P003,U001,2024-08-04,Restock,69,2041,2110,Pembelian supplier
L003133,P001,U001,2024-08-04,Barang Rusak,44,2846,2802,Kerusakan barang
L003737,P002,U001,2024-08-04,Retur Supplier,72,2061,2133,Pengembalian supplier
L001984,P001,U001,2024-08-05,Penjualan,7,2813,2806,Produk terjual
L001856,P005,U001,2024-08-05,Restock,65,3138,3203,Pembelian supplier
L003687,P014,U003,2024-08-05,Penjualan,79,1351,1272,Produk terjual
L004461,P006,U002,2024-08-05,Restock,25,2942,2967,Pembelian supplier
L004050,P003,U001,2024-08-06,Penjualan,3,2156,2153,Produk terjual
L005973,P002,U001,2024-08-06,Restock,42,2635,2677,Pembelian supplier
L001243,P008,U002,2024-08-06,Penjualan,23,1837,1814,Produk terjual
L004720,P015,U003,2024-08-06,Penyesuaian,2,2089,2087,Audit stok
L003689,P010,U002,2024-08-06,Penyesuaian,49,546,497,Audit stok
L001405,P010,U002,2024-08-07,Penjualan,15,193,178,Produk terjual
L002375,P005,U001,2024-08-07,Restock,14,3127,3141,Pembelian supplier
L001832,P004,U001,2024-08-07,Restock,64,708,772,Pembelian supplier
L003050,P015,U003,2024-08-07,Barang Rusak,50,1977,1927,Kerusakan barang
L001990,P001,U001,2024-08-07,Penjualan,9,2806,2797,Produk terjual
L005451,P014,U003,2024-08-07,Penyesuaian,1,1477,1476,Audit stok
L004832,P008,U002,2024-08-08,Penjualan,38,2706,2668,Produk terjual
L001635,P009,U002,2024-08-08,Penyesuaian,15,3251,3236,Audit stok
L001818,P010,U002,2024-08-08,Restock,14,403,417,Pembelian supplier
L003725,P013,U003,2024-08-08,Penjualan,26,476,450,Produk terjual
L004719,P007,U002,2024-08-09,Restock,37,3550,3587,Pembelian supplier
L005739,P006,U002,2024-08-09,Restock,19,4034,4053,Pembelian supplier
L004474,P005,U001,2024-08-09,Restock,51,3657,3708,Pembelian supplier
L002116,P006,U002,2024-08-10,Restock,48,2013,2061,Pembelian supplier
L001524,P001,U001,2024-08-10,Penjualan,23,2327,2304,Produk terjual
L004203,P012,U003,2024-08-10,Restock,6,3934,3940,Pembelian supplier
L002421,P001,U001,2024-08-10,Restock,78,2795,2873,Pembelian supplier
L002738,P015,U003,2024-08-10,Retur Supplier,44,1888,1932,Pengembalian supplier
L003806,P004,U001,2024-08-11,Retur Supplier,65,1073,1138,Pengembalian supplier
L002422,P012,U003,2024-08-12,Restock,21,3858,3879,Pembelian supplier
L002081,P005,U001,2024-08-12,Retur Supplier,42,3116,3158,Pengembalian supplier
L005492,P003,U001,2024-08-12,Restock,7,2794,2801,Pembelian supplier
L000088,P011,U003,2024-08-12,Restock,23,2105,2128,Pembelian supplier
L000835,P005,U001,2024-08-13,Retur Supplier,13,2627,2640,Pengembalian supplier
L005167,P004,U001,2024-08-13,Restock,5,1667,1672,Pembelian supplier
L000151,P014,U003,2024-08-13,Restock,24,478,502,Pembelian supplier
L005513,P005,U001,2024-08-14,Restock,46,3693,3739,Pembelian supplier
L002769,P005,U001,2024-08-14,Restock,41,3215,3256,Pembelian supplier
L002356,P004,U001,2024-08-14,Barang Rusak,33,712,679,Kerusakan barang
L003958,P011,U003,2024-08-14,Retur Supplier,2,2536,2538,Pengembalian supplier
L005201,P011,U003,2024-08-14,Restock,64,2853,2917,Pembelian supplier
L003960,P006,U002,2024-08-14,Penyesuaian,25,2894,2869,Audit stok
L000587,P013,U003,2024-08-14,Penjualan,63,718,655,Produk terjual
L003592,P013,U003,2024-08-15,Penyesuaian,61,561,500,Audit stok
L000069,P005,U001,2024-08-16,Restock,35,1929,1964,Pembelian supplier
L000447,P004,U001,2024-08-17,Restock,34,316,350,Pembelian supplier
L001408,P005,U001,2024-08-19,Retur Supplier,49,3005,3054,Pengembalian supplier
L001073,P008,U002,2024-08-19,Penjualan,70,1856,1786,Produk terjual
L004764,P014,U003,2024-08-19,Restock,12,1395,1407,Pembelian supplier
L004131,P007,U002,2024-08-20,Restock,29,3320,3349,Pembelian supplier
L001750,P009,U002,2024-08-20,Restock,24,3244,3268,Pembelian supplier
L004690,P010,U002,2024-08-20,Penjualan,51,812,761,Produk terjual
L001567,P002,U001,2024-08-20,Restock,15,1347,1362,Pembelian supplier
L004864,P006,U002,2024-08-21,Restock,70,3278,3348,Pembelian supplier
L001960,P013,U003,2024-08-21,Penjualan,78,735,657,Produk terjual
L005715,P015,U003,2024-08-21,Restock,72,2259,2331,Pembelian supplier
L001834,P014,U003,2024-08-21,Restock,63,715,778,Pembelian supplier
L000023,P002,U001,2024-08-21,Kadaluarsa,55,1155,1100,Melewati masa jual
L005233,P005,U001,2024-08-21,Restock,63,3610,3673,Pembelian supplier
L002581,P002,U001,2024-08-22,Restock,59,1886,1945,Pembelian supplier
L005178,P010,U002,2024-08-22,Restock,46,642,688,Pembelian supplier
L000466,P002,U001,2024-08-22,Restock,57,760,817,Pembelian supplier
L003010,P012,U003,2024-08-23,Penjualan,13,3834,3821,Produk terjual
L001266,P006,U002,2024-08-23,Penyesuaian,7,1577,1570,Audit stok
L002999,P011,U003,2024-08-24,Penjualan,59,2602,2543,Produk terjual
L001827,P008,U002,2024-08-24,Retur Supplier,60,2003,2063,Pengembalian supplier
L003620,P010,U002,2024-08-24,Restock,26,561,587,Pembelian supplier
L001555,P004,U001,2024-08-24,Restock,60,512,572,Pembelian supplier
L003269,P002,U001,2024-08-25,Penjualan,40,2147,2107,Produk terjual
L000149,P008,U002,2024-08-25,Penjualan,32,1812,1780,Produk terjual
L001039,P012,U003,2024-08-25,Retur Supplier,63,3237,3300,Pengembalian supplier
L003425,P013,U003,2024-08-25,Retur Supplier,59,682,741,Pengembalian supplier
L000697,P006,U002,2024-08-25,Restock,16,1402,1418,Pembelian supplier
L000511,P001,U001,2024-08-26,Penjualan,65,1759,1694,Produk terjual
L003436,P006,U002,2024-08-26,Restock,2,2705,2707,Pembelian supplier
L004653,P005,U001,2024-08-26,Penjualan,28,3621,3593,Produk terjual
L001261,P004,U001,2024-08-27,Restock,47,552,599,Pembelian supplier
L004739,P004,U001,2024-08-27,Restock,21,1458,1479,Pembelian supplier
L005040,P002,U001,2024-08-28,Restock,48,2419,2467,Pembelian supplier
L002768,P013,U003,2024-08-29,Restock,76,1060,1136,Pembelian supplier
L000092,P014,U003,2024-08-29,Penjualan,69,506,437,Produk terjual
L004574,P012,U003,2024-08-30,Restock,72,4228,4300,Pembelian supplier
L000658,P003,U001,2024-08-30,Retur Supplier,70,921,991,Pengembalian supplier
L001320,P004,U001,2024-08-30,Barang Rusak,47,599,552,Kerusakan barang
L003355,P001,U001,2024-08-31,Restock,63,2823,2886,Pembelian supplier
L005623,P004,U001,2024-08-31,Restock,77,1633,1710,Pembelian supplier
L002190,P006,U002,2024-08-31,Penjualan,4,2065,2061,Produk terjual
L002538,P002,U001,2024-08-31,Restock,55,1789,1844,Pembelian supplier
L004556,P007,U002,2024-09-01,Restock,10,3541,3551,Pembelian supplier
L004675,P014,U003,2024-09-01,Restock,51,1294,1345,Pembelian supplier
L004228,P010,U002,2024-09-01,Retur Supplier,59,694,753,Pengembalian supplier
L001181,P007,U002,2024-09-01,Restock,64,2985,3049,Pembelian supplier
L000226,P009,U002,2024-09-02,Restock,13,2842,2855,Pembelian supplier
L005324,P007,U002,2024-09-03,Restock,40,3529,3569,Pembelian supplier
L000628,P002,U001,2024-09-03,Restock,40,699,739,Pembelian supplier
L004344,P014,U003,2024-09-03,Penjualan,74,1469,1395,Produk terjual
L004559,P005,U001,2024-09-03,Restock,1,3608,3609,Pembelian supplier
L005280,P004,U001,2024-09-03,Restock,23,1547,1570,Pembelian supplier
L003441,P006,U002,2024-09-04,Restock,56,2707,2763,Pembelian supplier
L005563,P009,U002,2024-09-04,Penyesuaian,36,4254,4218,Audit stok
L003000,P015,U003,2024-09-04,Kadaluarsa,48,1957,1909,Melewati masa jual
L002569,P008,U002,2024-09-05,Retur Supplier,38,2013,2051,Pengembalian supplier
L003191,P009,U002,2024-09-05,Restock,15,3870,3885,Pembelian supplier
L000360,P014,U003,2024-09-06,Restock,71,640,711,Pembelian supplier
L004159,P013,U003,2024-09-06,Restock,47,267,314,Pembelian supplier
L004728,P013,U003,2024-09-06,Barang Rusak,70,576,506,Kerusakan barang
L005833,P012,U003,2024-09-06,Restock,5,4912,4917,Pembelian supplier
L005214,P009,U002,2024-09-07,Restock,19,4051,4070,Pembelian supplier
L004585,P014,U003,2024-09-07,Penjualan,36,1413,1377,Produk terjual
L002404,P011,U003,2024-09-08,Barang Rusak,75,2448,2373,Kerusakan barang
L002040,P001,U001,2024-09-08,Restock,5,2854,2859,Pembelian supplier
L002841,P013,U003,2024-09-08,Penjualan,29,1039,1010,Produk terjual
L000503,P004,U001,2024-09-08,Restock,21,411,432,Pembelian supplier
L003272,P006,U002,2024-09-08,Penyesuaian,77,2716,2639,Audit stok
L001633,P002,U001,2024-09-08,Restock,19,1337,1356,Pembelian supplier
L004909,P005,U001,2024-09-10,Penjualan,66,3797,3731,Produk terjual
L001613,P003,U001,2024-09-10,Penjualan,9,1300,1291,Produk terjual
L005794,P014,U003,2024-09-10,Restock,47,1498,1545,Pembelian supplier
L003320,P003,U001,2024-09-12,Restock,14,2030,2044,Pembelian supplier
L000774,P014,U003,2024-09-12,Penjualan,46,541,495,Produk terjual
L004273,P005,U001,2024-09-13,Penyesuaian,5,3379,3374,Audit stok
L003327,P014,U003,2024-09-13,Barang Rusak,76,1277,1201,Kerusakan barang
L003783,P009,U002,2024-09-13,Penjualan,29,3745,3716,Produk terjual
L003670,P009,U002,2024-09-13,Restock,6,3777,3783,Pembelian supplier
L002677,P006,U002,2024-09-14,Penjualan,61,2269,2208,Produk terjual
L001474,P013,U003,2024-09-14,Restock,23,828,851,Pembelian supplier
L002100,P007,U002,2024-09-14,Penyesuaian,22,3330,3308,Audit stok
L002648,P005,U001,2024-09-14,Kadaluarsa,66,3122,3056,Melewati masa jual
L003738,P011,U003,2024-09-14,Penjualan,28,2459,2431,Produk terjual
L005441,P012,U003,2024-09-15,Restock,79,4827,4906,Pembelian supplier
L004733,P004,U001,2024-09-15,Penjualan,46,1504,1458,Produk terjual
L001223,P006,U002,2024-09-15,Penyesuaian,30,1607,1577,Audit stok
L005795,P008,U002,2024-09-15,Penyesuaian,60,3919,3859,Audit stok
L002430,P008,U002,2024-09-16,Restock,65,1911,1976,Pembelian supplier
L003762,P010,U002,2024-09-18,Penjualan,47,532,485,Produk terjual
L002167,P013,U003,2024-09-18,Restock,75,659,734,Pembelian supplier
L001373,P010,U002,2024-09-18,Kadaluarsa,17,210,193,Melewati masa jual
L001640,P005,U001,2024-09-19,Restock,76,3008,3084,Pembelian supplier
L002246,P006,U002,2024-09-19,Restock,5,2193,2198,Pembelian supplier
L005709,P011,U003,2024-09-20,Penyesuaian,61,3027,2966,Audit stok
L004989,P010,U002,2024-09-20,Penjualan,29,730,701,Produk terjual
L002233,P008,U002,2024-09-20,Restock,69,1940,2009,Pembelian supplier
L004414,P005,U001,2024-09-20,Restock,77,3518,3595,Pembelian supplier
L005180,P011,U003,2024-09-20,Restock,64,2789,2853,Pembelian supplier
L002144,P004,U001,2024-09-20,Penjualan,21,881,860,Produk terjual
L000681,P002,U001,2024-09-20,Penjualan,59,744,685,Produk terjual
L003322,P009,U002,2024-09-21,Restock,78,3909,3987,Pembelian supplier
L004102,P012,U003,2024-09-21,Restock,26,3931,3957,Pembelian supplier
L004908,P007,U002,2024-09-21,Restock,12,3768,3780,Pembelian supplier
L000631,P013,U003,2024-09-21,Restock,15,702,717,Pembelian supplier
L004280,P006,U002,2024-09-22,Restock,3,2895,2898,Pembelian supplier
L003857,P008,U002,2024-09-22,Restock,13,2266,2279,Pembelian supplier
L004236,P009,U002,2024-09-23,Restock,75,3737,3812,Pembelian supplier
L002307,P002,U001,2024-09-24,Restock,65,1565,1630,Pembelian supplier
L000401,P001,U001,2024-09-24,Restock,47,1715,1762,Pembelian supplier
L002380,P008,U002,2024-09-25,Restock,10,1962,1972,Pembelian supplier
L005056,P007,U002,2024-09-25,Penyesuaian,77,3625,3548,Audit stok
L000166,P003,U001,2024-09-25,Restock,7,889,896,Pembelian supplier
L000041,P015,U003,2024-09-25,Restock,63,1474,1537,Pembelian supplier
L002694,P005,U001,2024-09-26,Restock,13,3138,3151,Pembelian supplier
L000002,P010,U002,2024-09-26,Penjualan,55,856,801,Produk terjual
L005883,P014,U003,2024-09-26,Restock,46,1638,1684,Pembelian supplier
L001994,P003,U001,2024-09-27,Penjualan,56,1387,1331,Produk terjual
L000985,P013,U003,2024-09-27,Penjualan,29,616,587,Produk terjual
L004168,P008,U002,2024-09-28,Restock,22,2446,2468,Pembelian supplier
L004493,P007,U002,2024-09-28,Restock,71,3467,3538,Pembelian supplier
L004035,P004,U001,2024-09-29,Retur Supplier,3,1327,1330,Pengembalian supplier
L002698,P015,U003,2024-09-29,Penjualan,31,1903,1872,Produk terjual
L003434,P001,U001,2024-09-29,Restock,10,2919,2929,Pembelian supplier
L002563,P013,U003,2024-09-29,Restock,79,855,934,Pembelian supplier
L000381,P010,U002,2024-09-29,Penyesuaian,43,759,716,Audit stok
L004291,P012,U003,2024-09-29,Restock,19,4090,4109,Pembelian supplier
L003376,P007,U002,2024-09-29,Restock,49,3368,3417,Pembelian supplier
L005761,P005,U001,2024-09-30,Barang Rusak,12,3660,3648,Kerusakan barang
L005987,P010,U002,2024-09-30,Restock,72,970,1042,Pembelian supplier
L005845,P010,U002,2024-09-30,Restock,76,928,1004,Pembelian supplier
L004797,P017,U004,2024-10-01,Restock,33,3764,3797,Pembelian supplier
L003826,P003,U001,2024-10-01,Restock,38,2070,2108,Pembelian supplier
L003103,P018,U004,2024-10-01,Retur Supplier,53,3209,3262,Pengembalian supplier
L001235,P016,U004,2024-10-01,Restock,77,1600,1677,Pembelian supplier
L001214,P002,U001,2024-10-01,Restock,26,1151,1177,Pembelian supplier
L002159,P016,U004,2024-10-02,Restock,54,2019,2073,Pembelian supplier
L003878,P016,U004,2024-10-02,Restock,76,2521,2597,Pembelian supplier
L003818,P019,U004,2024-10-03,Restock,10,5386,5396,Pembelian supplier
L001968,P019,U004,2024-10-03,Barang Rusak,7,4446,4439,Kerusakan barang
L004674,P005,U001,2024-10-03,Restock,54,3653,3707,Pembelian supplier
L002104,P008,U002,2024-10-03,Restock,23,1854,1877,Pembelian supplier
L000825,P014,U003,2024-10-03,Penyesuaian,5,543,538,Audit stok
L005853,P001,U001,2024-10-03,Restock,71,3719,3790,Pembelian supplier
L005720,P016,U004,2024-10-03,Restock,2,3127,3129,Pembelian supplier
L000711,P015,U003,2024-10-03,Restock,20,1520,1540,Pembelian supplier
L004169,P013,U003,2024-10-04,Restock,69,382,451,Pembelian supplier
L002780,P013,U003,2024-10-04,Penjualan,65,1136,1071,Produk terjual
L004406,P014,U003,2024-10-04,Restock,53,1279,1332,Pembelian supplier
L001630,P001,U001,2024-10-04,Penjualan,45,2384,2339,Produk terjual
L004744,P016,U004,2024-10-04,Restock,8,3057,3065,Pembelian supplier
L001299,P014,U003,2024-10-04,Restock,65,493,558,Pembelian supplier
L001487,P014,U003,2024-10-05,Retur Supplier,38,526,564,Pengembalian supplier
L005224,P001,U001,2024-10-05,Restock,74,3150,3224,Pembelian supplier
L005328,P017,U004,2024-10-05,Penjualan,19,4022,4003,Produk terjual
L001296,P002,U001,2024-10-05,Restock,79,1103,1182,Pembelian supplier
L002970,P012,U003,2024-10-05,Restock,27,3807,3834,Pembelian supplier
L003511,P004,U001,2024-10-06,Restock,9,1109,1118,Pembelian supplier
L002038,P013,U003,2024-10-07,Penjualan,66,657,591,Produk terjual
L001254,P014,U003,2024-10-07,Penjualan,7,405,398,Produk terjual
L000923,P001,U001,2024-10-07,Restock,14,2168,2182,Pembelian supplier
L003109,P018,U004,2024-10-07,Penjualan,61,3262,3201,Produk terjual
L003790,P009,U002,2024-10-07,Restock,20,3736,3756,Pembelian supplier
L000688,P005,U001,2024-10-07,Restock,67,2228,2295,Pembelian supplier
L002511,P012,U003,2024-10-07,Barang Rusak,3,3787,3784,Kerusakan barang
L002296,P017,U004,2024-10-08,Retur Supplier,33,2416,2449,Pengembalian supplier
L002456,P009,U002,2024-10-08,Retur Supplier,56,3660,3716,Pengembalian supplier
L002449,P014,U003,2024-10-08,Penjualan,58,1076,1018,Produk terjual
L002302,P004,U001,2024-10-09,Restock,43,734,777,Pembelian supplier
L001950,P001,U001,2024-10-09,Penjualan,61,2838,2777,Produk terjual
L001509,P001,U001,2024-10-09,Barang Rusak,79,2394,2315,Kerusakan barang
L001876,P011,U003,2024-10-09,Penjualan,43,2376,2333,Produk terjual
L001736,P019,U004,2024-10-09,Restock,39,4190,4229,Pembelian supplier
L004217,P002,U001,2024-10-09,Restock,17,2422,2439,Pembelian supplier
L003847,P001,U001,2024-10-10,Penjualan,67,2820,2753,Produk terjual
L005222,P003,U001,2024-10-10,Restock,46,2595,2641,Pembelian supplier
L003286,P003,U001,2024-10-11,Penyesuaian,32,1936,1904,Audit stok
L004106,P017,U004,2024-10-11,Restock,14,3639,3653,Pembelian supplier
L002032,P001,U001,2024-10-11,Restock,57,2797,2854,Pembelian supplier
L002471,P020,U004,2024-10-11,Penjualan,26,1376,1350,Produk terjual
L001528,P008,U002,2024-10-12,Restock,13,1904,1917,Pembelian supplier
L002844,P010,U002,2024-10-12,Penjualan,43,226,183,Produk terjual
L003716,P007,U002,2024-10-12,Restock,78,3334,3412,Pembelian supplier
L002399,P006,U002,2024-10-12,Restock,47,2187,2234,Pembelian supplier
L004183,P013,U003,2024-10-13,Restock,59,451,510,Pembelian supplier
L005132,P003,U001,2024-10-13,Restock,60,2478,2538,Pembelian supplier
L005782,P017,U004,2024-10-13,Restock,14,4329,4343,Pembelian supplier
L002066,P007,U002,2024-10-13,Penjualan,54,3384,3330,Produk terjual
L003036,P010,U002,2024-10-13,Restock,23,295,318,Pembelian supplier
L000598,P018,U004,2024-10-13,Restock,50,2652,2702,Pembelian supplier
L001186,P016,U004,2024-10-13,Retur Supplier,32,1568,1600,Pengembalian supplier
L003305,P011,U003,2024-10-14,Restock,74,2454,2528,Pembelian supplier
L004821,P014,U003,2024-10-14,Restock,50,1349,1399,Pembelian supplier
L005712,P014,U003,2024-10-14,Penyesuaian,31,1529,1498,Audit stok
L002608,P018,U004,2024-10-14,Restock,43,2883,2926,Pembelian supplier
L005991,P014,U003,2024-10-15,Penyesuaian,48,1734,1686,Audit stok
L002086,P003,U001,2024-10-15,Kadaluarsa,60,1429,1369,Melewati masa jual
L005471,P012,U003,2024-10-15,Penjualan,8,4927,4919,Produk terjual
L000250,P018,U004,2024-10-15,Penjualan,16,2732,2716,Produk terjual
L004857,P001,U001,2024-10-15,Restock,60,3043,3103,Pembelian supplier
L005055,P003,U001,2024-10-16,Restock,45,2367,2412,Pembelian supplier
L001723,P010,U002,2024-10-16,Penyesuaian,65,448,383,Audit stok
L003095,P012,U003,2024-10-16,Penyesuaian,9,3882,3873,Audit stok
L000404,P005,U001,2024-10-17,Restock,51,2246,2297,Pembelian supplier
L001242,P015,U003,2024-10-17,Restock,73,1506,1579,Pembelian supplier
L003175,P016,U004,2024-10-17,Restock,54,2474,2528,Pembelian supplier
L005261,P015,U003,2024-10-17,Penjualan,48,2249,2201,Produk terjual
L001494,P016,U004,2024-10-17,Restock,8,1733,1741,Pembelian supplier
L001520,P007,U002,2024-10-17,Kadaluarsa,61,3027,2966,Melewati masa jual
L000485,P001,U001,2024-10-17,Penjualan,21,1762,1741,Produk terjual
L003003,P019,U004,2024-10-18,Restock,39,4854,4893,Pembelian supplier
L002750,P019,U004,2024-10-18,Restock,60,4666,4726,Pembelian supplier
L004391,P010,U002,2024-10-18,Retur Supplier,32,738,770,Pengembalian supplier
L004287,P016,U004,2024-10-18,Restock,59,2703,2762,Pembelian supplier
L005491,P013,U003,2024-10-19,Restock,18,705,723,Pembelian supplier
L005173,P012,U003,2024-10-19,Penyesuaian,2,4676,4674,Audit stok
L000133,P020,U004,2024-10-20,Restock,45,1122,1167,Pembelian supplier
L000315,P019,U004,2024-10-20,Restock,41,3228,3269,Pembelian supplier
L003487,P018,U004,2024-10-20,Penjualan,13,3370,3357,Produk terjual
L001480,P019,U004,2024-10-20,Restock,1,4223,4224,Pembelian supplier
L004027,P004,U001,2024-10-21,Restock,22,1305,1327,Pembelian supplier
L005890,P017,U004,2024-10-21,Restock,25,4339,4364,Pembelian supplier
L005279,P005,U001,2024-10-21,Penyesuaian,43,3566,3523,Audit stok
L002757,P006,U002,2024-10-21,Restock,65,2200,2265,Pembelian supplier
L003317,P012,U003,2024-10-22,Penjualan,48,3911,3863,Produk terjual
L002926,P015,U003,2024-10-22,Restock,25,1932,1957,Pembelian supplier
L004926,P017,U004,2024-10-22,Restock,48,3884,3932,Pembelian supplier
L004124,P010,U002,2024-10-22,Restock,70,443,513,Pembelian supplier
L005011,P020,U004,2024-10-23,Restock,71,2380,2451,Pembelian supplier
L004961,P004,U001,2024-10-24,Restock,23,1595,1618,Pembelian supplier
L004530,P020,U004,2024-10-24,Restock,17,2381,2398,Pembelian supplier
L004206,P008,U002,2024-10-24,Restock,9,2440,2449,Pembelian supplier
L002351,P006,U002,2024-10-24,Barang Rusak,45,2232,2187,Kerusakan barang
L002871,P004,U001,2024-10-25,Penjualan,61,1083,1022,Produk terjual
L004644,P004,U001,2024-10-25,Restock,46,1458,1504,Pembelian supplier
L002790,P017,U004,2024-10-25,Restock,17,2598,2615,Pembelian supplier
L001011,P001,U001,2024-10-25,Restock,1,2190,2191,Pembelian supplier
L000081,P017,U004,2024-10-26,Penyesuaian,43,1492,1449,Audit stok
